0.1248804978 0.9995794597 0.0001602609 visit1
0.1252282979 0.9999259238 0.0001602800 visit1
0.1255760980 0.9997275578 0.0001602700 visit1
0.1259238985 0.9996906775 0.0001602515 visit1
0.1262716982 0.9998746017 0.0001602373 visit1
0.1266194978 0.9998830922 0.0001602258 visit1
0.1269672923 0.9997325472 0.0001602069 visit1
0.1273150863 0.9996157232 0.0001601918 visit1
0.1276628864 0.9996537562 0.0001601910 visit1
0.1280106860 0.9997329247 0.0001601937 visit1
0.1283584870 0.9995229344 0.0001601750 visit1
0.1287062867 0.9996611791 0.0001601807 visit1
0.1290540863 0.9998595465 0.0001601946 visit1
0.1294018868 0.9998714008 0.0001601928 visit1
0.1297496865 0.9997683975 0.0001601850 visit1
0.1300974865 0.9996741486 0.0001601751 visit1
0.1304452862 0.9999535182 0.0001601972 visit1
0.1307930863 0.9998090003 0.0001601853 visit1
0.1311408747 0.9999739532 0.0001602012 visit1
0.1314886748 0.9995554368 0.0001601741 visit1
0.1318364749 0.9998895621 0.0001602068 visit1
0.1321842750 0.9996996591 0.0001601987 visit1
0.1325320750 0.9999777876 0.0001602240 visit1
0.1363578630 0.9997494297 0.0001602165 visit1
0.1367056631 0.9999664423 0.0001602296 visit1
0.1370534631 0.9998145817 0.0001602153 visit1
0.1374012628 0.9999775690 0.0001602256 visit1
0.1377490633 1.0000014556 0.0001602345 visit1
0.1380968634 0.9999309049 0.0001602346 visit1
0.1384446635 1.0001218034 0.0001602561 visit1
0.1387924631 0.9999074120 0.0001602472 visit1
0.1391402632 1.0001742650 0.0001602736 visit1
0.1394880516 1.0000350434 0.0001602669 visit1
0.1398358517 0.9999205710 0.0001602656 visit1
0.1401836514 1.0000763894 0.0001602811 visit1
0.1405314514 0.9999019966 0.0001602952 visit1
0.1408792520 0.9999275708 0.0001606851 visit1
0.1412270516 1.0001900296 0.0001616841 visit1
0.1415748517 0.9998621962 0.0001617568 visit1
0.1419226518 0.9997342268 0.0001615692 visit1
0.1422704514 0.9997874724 0.0001620885 visit1
0.1426182515 0.9998392013 0.0001616000 visit1
0.1429660516 1.0000097923 0.0001605814 visit1
0.1433138517 0.9999884981 0.0001603421 visit1
0.1436616452 0.9998692298 0.0001603405 visit1
0.1440094397 0.9998874854 0.0001603192 visit1
0.1443572403 0.9998368074 0.0001602942 visit1
0.1447050399 0.9999187629 0.0001603008 visit1
0.1450528400 0.9999192612 0.0001602961 visit1
0.1454006401 0.9998236577 0.0001602851 visit1
0.1457484402 1.0000887422 0.0001603073 visit1
0.1460962398 1.0000447795 0.0001603537 visit1
0.1464440394 0.9997671385 0.0001603160 visit1
0.1467918400 0.9999397569 0.0001603335 visit1
0.1471396396 0.9999237026 0.0001603023 visit1
0.1474874397 0.9997149721 0.0001602564 visit1
0.1478352398 0.9999359081 0.0001602521 visit1
0.1481830287 1.0000925192 0.0001602450 visit1
0.1485308283 0.9999752638 0.0001602207 visit1
