2459479.4455157560 0.9998720664 0.0002276586  49.0738363559 29.2334506288 31.1431291810 0.0000017090
2459479.4456491391 1.0003113275 0.0002278833  48.5258654078 29.5220461396 31.4880100982 0.0000016529
2459479.4457825227 0.9999944559 0.0002278182  47.9787819078 29.2313160297 31.5728541652 0.0000016569
2459479.4459159062 0.9999174642 0.0002277183  47.4325197584 29.1478153365 31.0114517166 0.0000016671
2459479.4460492893 1.0001003189 0.0002277277  46.8870128027 29.4587871139 30.8014735634 0.0000016749
2459479.4461826729 1.0004655336 0.0002277812  46.3421949730 29.6373585188 31.1970405244 0.0000017129
2459479.4463160564 1.0000001552 0.0002278872  45.7980001121 29.0855314441 31.1278528890 0.0000016949
2459479.4464494460 1.0000191708 0.0002278501  45.2543390329 28.5377908489 31.3192746044 0.0000015998
2459479.4465828296 0.9998615604 0.0002276687  44.7111918492 29.1236042916 30.8939439221 0.0000017317
2459479.4467162131 0.9999810423 0.0002277262  44.1684699434 29.5787632249 30.9564876594 0.0000016801
2459479.4468495962 1.0000204473 0.0002277594  43.6261078972 29.5614647106 31.1249384899 0.0000016741
2459479.4469829798 0.9999963363 0.0002277248  43.0840403817 29.2104049477 31.3320878510 0.0000017133
2459479.4471163633 0.9998450404 0.0002277076  42.5422019789 29.0898116963 31.1449398405 0.0000017344
2459479.4472497469 1.0004959907 0.0002277980  42.0005273298 29.2063460773 31.1855369681 0.0000016934
2459479.4473831304 0.9996710857 0.0002278016  41.4589509872 29.3094523801 31.2135320596 0.0000016871
2459479.4475165140 0.9998425702 0.0002277007  40.9174075921 29.5275043898 30.8410814423 0.0000016819
2459479.4476499027 1.0004176718 0.0002278799  40.3758087712 30.3618596115 30.9092020509 0.0000016135
2459479.4477832862 1.0000695286 0.0002277914  39.8341351007 30.0715001799 31.3305505982 0.0000016559
2459479.4479166698 1.0001626999 0.0002278012  39.2922982099 29.3636030199 31.6737641616 0.0000016591
2459479.4480500533 1.0003251722 0.0002277859  38.7502326809 29.6571100835 31.2176841188 0.0000016622
2459479.4481834369 1.0002015438 0.0002277122  38.2078731845 29.3584392582 30.9141325343 0.0000016980
2459479.4483168204 1.0005782286 0.0002277952  37.6651543027 28.4010488386 30.9793958326 0.0000016008
2459479.4484502035 1.0001023596 0.0002278701  37.1220106473 28.3200417855 30.8427464864 0.0000015987
2459479.4485835871 1.0000863777 0.0002277988  36.5783768298 29.3929377557 32.1569523266 0.0000015945
2459479.4487169706 0.9996802347 0.0002276550  36.0341874618 29.1219770148 31.4514799328 0.0000017407
2459479.4488503602 1.0000394323 0.0002277972  35.4893540501 30.0348638354 31.5990818820 0.0000016443
2459479.4489837438 1.0004662279 0.0002278979  34.9438573859 29.7082852983 30.9938418884 0.0000016908
2459479.4491171273 1.0000754184 0.0002277735  34.3976090033 29.2140367919 31.3427823418 0.0000016924
2459479.4492505104 1.0000207777 0.0002278568  33.8505434844 29.0311258048 30.6566358514 0.0000016873
2459479.4493838940 1.0006150025 0.0002279090  33.3025955002 29.0387633551 30.3280204666 0.0000015838
2459479.4495172775 1.0001053909 0.0002277265  32.7536996328 28.5952438771 30.6742093863 0.0000016169
2459479.4496506667 0.9998020867 0.0002278570  32.2037671642 29.3745510287 31.2041268145 0.0000016695
2459479.4497840502 1.0002215004 0.0002279708  31.6527793179 29.3970750298 31.3132856284 0.0000016911
2459479.4499174338 0.9996219747 0.0002277529  31.1006474205 29.1260698006 31.5583739424 0.0000016516
2459479.4500508169 0.9998012486 0.0002276932  30.5473060835 29.4609224642 31.5721200565 0.0000016953
2459479.4501842004 1.0002956368 0.0002279113  29.9926899160 29.5307731450 31.2812444382 0.0000016374
2459479.4503175840 0.9999600355 0.0002277151  29.4367326633 29.3284077411 31.0309381136 0.0000016107
2459479.4504509675 1.0002075062 0.0002277310  28.8793659561 29.4128571546 31.1007027367 0.0000017357
